covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p),Model,Analysis_Type
C(adv_id)[T.p8],0.2930475656411566,1.3405065509688354,0.32430827786046373,-0.34258497885356093,0.9286801101358741,0.7099327875477311,2.5311661113687434,0.0,0.9036080348440648,0.3662032792591431,1.4492833847195588,CARG,Baseline_TimeVarying_Cumulative
C(base_id)[T.Humanities],0.09143654020865556,1.0957472385950005,0.23828288260918412,-0.3755893278377309,0.558462408255042,0.6868843594132567,1.747982749111053,0.0,0.38373104776738726,0.7011777982939145,0.5121477787647519,CARG,Baseline_TimeVarying_Cumulative
C(base_id)[T.Legal],0.05311449338773124,1.0545503772529334,0.265891571681573,-0.46802341090090205,0.5742523976763645,0.6262388626699881,1.775802436506308,0.0,0.19975997378111784,0.8416683066243724,0.24867630181924533,CARG,Baseline_TimeVarying_Cumulative
C(base_id)[T.Medical],-0.0702221760645447,0.9321866873272383,0.2478760990913805,-0.5560504029119321,0.41560605078284274,0.5734695706110035,1.5152888044334831,0.0,-0.2832954702851646,0.7769503493122414,0.3641056881330456,CARG,Baseline_TimeVarying_Cumulative
C(base_id)[T.STEM],-0.2641249090629055,0.7678776187923488,0.25984797485955813,-0.7734175812433088,0.24516776311749783,0.4614333844201195,1.2778356689193602,0.0,-1.01645937092894,0.3094106855999762,1.692405073291454,CARG,Baseline_TimeVarying_Cumulative
prompt_to_prompt_drift,0.9333756608700104,2.5430792778112745,3.099771626067343,-5.142065086521142,7.008816408261162,0.00584560555897022,1106.3442697239402,0.0,0.30111110541849084,0.7633297728974335,0.3896216316153503,CARG,Baseline_TimeVarying_Cumulative
context_to_prompt_drift,-0.12313986672980035,0.8841399921429473,1.6031827450950726,-3.265320307752201,3.0190405742926,0.03818470226849967,20.471641240251184,0.0,-0.07680962579378177,0.9387749930873306,0.0911486827550847,CARG,Baseline_TimeVarying_Cumulative
cumulative_drift,0.3790175707662489,1.4608487037490265,1.56010583548248,-2.6787336788501825,3.4367688203826807,0.06865003212257645,31.086350133598724,0.0,0.24294349918192157,0.8080491673409071,0.30748501562215724,CARG,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p1],0.07473983767885903,1.0776037625168422,0.25003224404663776,-0.4153143556262804,0.5647940309839984,0.6601327316463,1.7590854283114734,0.0,0.2989207970509517,0.7650004784453129,0.38646744479388406,mistral_large,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p2],-0.00939942330252204,0.9906446131961201,0.25449304850187865,-0.5081966326820093,0.48939778607696527,0.6015794699468716,1.6313335123307326,0.0,-0.0369339098173939,0.9705377020595309,0.04314383710780461,mistral_large,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p3],-0.11103749612767545,0.8949051928205555,0.2575623353635587,-0.6158503972142777,0.3937754049589268,0.5401813312317221,1.4825675339632423,0.0,-0.4311092146720208,0.6663889608258142,0.5855635931841513,mistral_large,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p4],0.13006858178951397,1.1389064888913787,0.24785353614196806,-0.35571542248964005,0.615852586068668,0.7006719873559482,1.8512342634584942,0.0,0.5247800124788696,0.5997361277289831,0.7376002124196105,mistral_large,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p5],-0.1160295954300798,0.8904488696902388,0.2573643423880615,-0.6204544374155155,0.3883952465553559,0.5377000310527078,1.4746125046343923,0.0,-0.450837883575678,0.6521063952897251,0.6168207263907327,mistral_large,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p6],-0.10562244864565047,0.8997642911822633,0.25764185294712505,-0.6105912013321804,0.3993463040408794,0.543029734253882,1.4908498165373403,0.0,-0.4099584265423173,0.6818364445683927,0.5525023804302,mistral_large,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p7],0.22720032571011017,1.2550812678047294,0.24341161527178112,-0.24987767364130065,0.704278325061521,0.7788960567624733,2.0223866523883274,0.0,0.933399687835068,0.35061364151391217,1.5120459659844192,mistral_large,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p8],-0.09149574140965198,0.9125652023850991,0.25542694864511994,-0.5921233614350491,0.40913187861574507,0.5531514963093747,1.5055102520022654,0.0,-0.35820707993020945,0.720188349301032,0.47355383407283247,mistral_large,Baseline_TimeVarying_Cumulative
C(base_id)[T.Humanities],-0.12558961049345668,0.8819767265160923,0.1665413886609512,-0.45200473420420834,0.20082551321729497,0.6363511571016299,1.222411458571149,0.0,-0.7541044992073106,0.45078647600153365,1.1494838608727724,mistral_large,Baseline_TimeVarying_Cumulative
C(base_id)[T.Legal],0.05334325595484229,1.0547916465000158,0.16512844584702596,-0.27030255072840126,0.37698906263808585,0.7631485682499843,1.4578883638313593,0.0,0.32304098595016856,0.7466642023693228,0.4214685299142911,mistral_large,Baseline_TimeVarying_Cumulative
C(base_id)[T.Medical],0.07097789088944965,1.073557490204738,0.15989285167594378,-0.24240633978080495,0.3843621215597043,0.7847372427990505,1.4686771850712659,0.0,0.4439090937805097,0.6571083095609309,0.6057969088329946,mistral_large,Baseline_TimeVarying_Cumulative
C(base_id)[T.STEM],-0.1586585444448573,0.8532876690463097,0.1695507209421202,-0.49097185104421404,0.1736547621544994,0.6120313018009306,1.1896447845134996,0.0,-0.9357585952053771,0.34939749402638154,1.5170588339958182,mistral_large,Baseline_TimeVarying_Cumulative
prompt_to_prompt_drift,-0.685916246533144,0.5036285701787936,5.2362525079536155,-10.948782576079765,9.576950083013475,1.757940386575871e-05,14428.346867573893,0.0,-0.1309937298652558,0.8957802675074122,0.15878320842443794,mistral_large,Baseline_TimeVarying_Cumulative
context_to_prompt_drift,-1.9080142845136527,0.14837472425105375,1.5235735596933049,-4.894163589310017,1.0781350202827111,0.007490171464113595,2.939192901264451,0.0,-1.25232829906666,0.21045026118108837,2.24844879473832,mistral_large,Baseline_TimeVarying_Cumulative
cumulative_drift,-1.3155158510254805,0.2683358661989519,3.0997366252541014,-7.39088799808325,4.7598562960322885,0.0006168479504351113,116.72915025161653,0.0,-0.42439600845689296,0.6712770312437426,0.5750198156163573,mistral_large,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p1],0.26401816799075667,1.3021518535688303,0.26514770322240905,-0.2556617809086799,0.7836981168901933,0.7744038426683619,2.1895545403160925,0.0,0.9957399773110427,0.3193765006373438,1.6466699301068712,gpt_default,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p2],-0.19693280063733207,0.8212458186540346,0.2942643014541534,-0.7736802334233102,0.37981463214864597,0.46131220385064325,1.4620135540032169,0.0,-0.669237823494585,0.5033437821376108,0.9903840022668622,gpt_default,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p3],0.25514119394025164,1.2906438390976362,0.2652712673510737,-0.2647809362011487,0.775063324081652,0.7673740354358062,2.1707295822886,0.0,0.9618123986363913,0.3361438487856257,1.5728493454597114,gpt_default,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p4],-0.0160430602742588,0.984084944175343,0.2821774017626757,-0.5691006049801923,0.5370144844316747,0.566034298261254,1.7108913370221444,0.0,-0.056854518377597654,0.9546610847483763,0.06693944355478898,gpt_default,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p5],0.25309161461258806,1.2880012711670161,0.26843957975605776,-0.2730402937343525,0.7792235229595286,0.761062120976173,2.1797790598223545,0.0,0.9428252526791427,0.34577029281289784,1.5321141711141344,gpt_default,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p6],-0.3438727286661508,0.7090191601216441,0.3023014934956059,-0.9363727683902078,0.24862731105790614,0.3920473058083324,1.2822640583720017,0.0,-1.1375158114167543,0.2553227185895183,1.96960618057285,gpt_default,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p7],-0.19872966869552375,0.8197714732733214,0.29365417806362265,-0.7742812816099361,0.3768219442188886,0.46103501629693333,1.4576447441898615,0.0,-0.6767472882761685,0.4985663075995681,1.004142704038307,gpt_default,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p8],-0.022827828882823465,0.9774307546321582,0.2826936008177249,-0.576897105145507,0.5312414473798601,0.5616383704545574,1.7010427534136754,0.0,-0.08075113414945105,0.9356398703895614,0.0959747543730426,gpt_default,Baseline_TimeVarying_Cumulative
C(base_id)[T.Humanities],-0.2837865817383045,0.752927315999456,0.2063020109904423,-0.6881310932177578,0.12055792974114876,0.5025143444848887,1.128126091125329,0.0,-1.3755880535330893,0.1689492073784971,2.56533851274193,gpt_default,Baseline_TimeVarying_Cumulative
C(base_id)[T.Legal],0.05431756023348225,1.0558198353173207,0.2066448783629542,-0.3506989589475683,0.45933407941453275,0.7041957137684932,1.5830194686700039,0.0,0.2628546164017579,0.7926626373863048,0.33522111915849256,gpt_default,Baseline_TimeVarying_Cumulative
C(base_id)[T.Medical],-0.10839159945430166,0.897276154770179,0.2004746628248548,-0.5013147184038279,0.2845315194952246,0.6057337666515948,1.329139206436608,0.0,-0.5406748061175105,0.5887317466522385,0.7643176695420311,gpt_default,Baseline_TimeVarying_Cumulative
C(base_id)[T.STEM],-0.3398820261925959,0.7118542979709234,0.21364303510530883,-0.7586146805468277,0.07885062816163585,0.46831474336779033,1.0820426832936827,0.0,-1.5908874634039036,0.1116349044173199,3.163139915779535,gpt_default,Baseline_TimeVarying_Cumulative
prompt_to_prompt_drift,-0.12364370687886542,0.8836946391202996,5.135969494171674,-10.189958941151746,9.942671527394014,3.754542813786338e-05,20799.235857492517,0.0,-0.024074073457635792,0.9807935237112444,0.027978642103079043,gpt_default,Baseline_TimeVarying_Cumulative
context_to_prompt_drift,-1.135947116716672,0.32111784118732,1.5806902847370863,-4.234043145513724,1.9621489120803803,0.014493671899866148,7.114599298315644,0.0,-0.7186399054167731,0.4723628191238576,1.0820326838708942,gpt_default,Baseline_TimeVarying_Cumulative
cumulative_drift,0.3815943965883603,1.4646179106202049,2.8764321036301914,-5.2561089305015996,6.01929772367832,0.0052155593910446,411.28965529426387,0.0,0.13266240357516884,0.8944603775876787,0.1609105190649997,gpt_default,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p1],0.09197080448761032,1.0963328136153243,0.23012048055207607,-0.35905704949950873,0.5429986584747294,0.698334510580818,1.7211603035485277,0.0,0.3996637077541536,0.6894042262199838,0.5365779520743706,llama_4_scout,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p2],0.037247280691028485,1.0379496540143323,0.23125352399806748,-0.41600129764315286,0.49049585902520987,0.6596794144553584,1.6331258193920457,0.0,0.16106686742356302,0.8720407354527396,0.19753256600556615,llama_4_scout,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p3],-0.08190589075787501,0.9213586629819459,0.2330241859406527,-0.5386249027283191,0.37481312121256904,0.5835501391156845,1.4547195329921605,0.0,-0.35149094256994873,0.7252200663419058,0.4635092508705911,llama_4_scout,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p4],0.08950238316976357,1.0936299396150497,0.2284353107524445,-0.358222598702243,0.5372273650417702,0.6989174795655703,1.7112555913837464,0.0,0.3918062530479684,0.6952013744702661,0.5244971604055375,llama_4_scout,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p5],0.1754664668241649,1.191802023074379,0.22767390268544554,-0.2707661826589855,0.6216991163073153,0.7627948302144247,1.8620892616759148,0.0,0.7706920501406326,0.4408894851926527,1.1815110244687566,llama_4_scout,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p6],-0.11930046378295729,0.8875410867425523,0.23734405808363798,-0.5844862695714704,0.3458853420055559,0.5573921375732876,1.4132405671986676,0.0,-0.5026477795408589,0.61521193046394,0.7008446139311387,llama_4_scout,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p7],-0.042815458709999615,0.9580881805827329,0.2313855856242827,-0.49632287307530265,0.41069195565530336,0.6087650554929055,1.507860797018151,0.0,-0.18503943793422867,0.85319810266374,0.22904733746093703,llama_4_scout,Baseline_TimeVarying_Cumulative
C(adv_id)[T.p8],-0.1485627275820211,0.8619459376901883,0.2371470107417186,-0.613362327677123,0.3162368725130807,0.5415270133276116,1.3719551956148668,0.0,-0.626458360648803,0.5310143404291394,0.9131772723011684,llama_4_scout,Baseline_TimeVarying_Cumulative
C(base_id)[T.Humanities],0.02822755901136165,1.0286297317554405,0.1382291488335184,-0.24269659431596124,0.29915171233868454,0.784509502308376,1.3487142245414871,0.0,0.20420844119758416,0.8381906152256073,0.25464972641724626,llama_4_scout,Baseline_TimeVarying_Cumulative
C(base_id)[T.Legal],0.0617031662315566,1.063646571644142,0.15142400386807547,-0.23508242774472515,0.3584887602078383,0.7905056873421822,1.4311649460412008,0.0,0.4074860303212825,0.6836510522945891,0.5486679592218893,llama_4_scout,Baseline_TimeVarying_Cumulative
C(base_id)[T.Medical],0.006418170562199098,1.0064388111535323,0.14249854869352088,-0.27287385272632897,0.2857101938507272,0.7611888034650449,1.3307067523657425,0.0,0.04504025213620241,0.9640752249283312,0.05278237333162462,llama_4_scout,Baseline_TimeVarying_Cumulative
C(base_id)[T.STEM],0.05627341987861985,1.0578868915027015,0.14133624507423573,-0.2207405301770088,0.33328736993424846,0.8019247285652766,1.395548279469414,0.0,0.3981527869872494,0.6905175655637016,0.5342499802891701,llama_4_scout,Baseline_TimeVarying_Cumulative
prompt_to_prompt_drift,0.4531390287102692,1.5732428972412313,4.6704834767747965,-8.700840376157744,9.607118433578284,0.00016644587505150856,14870.258652874625,0.0,0.09702186742841973,0.9227090286752023,0.1160523214133952,llama_4_scout,Baseline_TimeVarying_Cumulative
context_to_prompt_drift,-0.7263928105858408,0.48365046612649215,1.3073297770704675,-3.2887120895607347,1.835926468389053,0.03730185992775208,6.270941283824334,0.0,-0.5556308923166882,0.5784632084698099,0.7897028912090229,llama_4_scout,Baseline_TimeVarying_Cumulative
cumulative_drift,-1.5566882136376834,0.2108331506275414,2.51298277328778,-6.482043943051316,3.368667515775949,0.0015306788593655641,29.039806182440813,0.0,-0.6194583704213144,0.5356144383407568,0.9007332435570069,llama_4_scout,Baseline_TimeVarying_Cumulative
